image_path,label
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_19.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_20.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_21.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_22.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_23.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_24.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_25.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_26.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_27.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_28.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_29.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_30.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_31.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_32.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_33.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_34.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_35.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_36.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_37.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_38.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_39.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_40.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_41.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_42.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_43.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_44.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_45.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_46.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_47.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_48.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_49.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_50.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_51.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_52.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_53.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_54.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_55.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_56.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_57.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_58.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_59.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_60.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_61.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_62.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_63.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_64.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_65.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_66.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_67.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_68.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_69.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_70.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_71.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_72.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_73.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_74.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_75.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_76.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_77.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_78.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_79.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_80.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_81.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_82.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_83.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_84.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_85.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_86.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_87.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_88.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_89.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_90.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_91.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_92.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_93.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_94.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_95.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_96.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_97.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_98.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_99.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_100.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_101.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_102.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_103.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_104.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_105.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_106.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_107.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_108.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_109.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_110.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_111.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_112.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_113.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_114.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_115.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_116.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_117.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_118.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_119.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_120.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_121.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_122.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_123.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_124.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_125.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_126.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_127.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_128.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_129.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_130.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_131.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_132.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_133.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_134.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_135.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_136.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_137.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_138.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_139.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_140.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_141.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_142.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_143.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_144.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_145.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_146.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_147.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_148.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_149.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_150.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_151.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_152.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_153.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_154.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_155.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_156.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_157.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_158.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_159.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_160.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_161.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_162.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_163.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_164.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_165.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_166.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_167.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_168.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_169.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_170.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_171.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_172.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_173.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_174.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_175.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_176.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_177.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_178.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_179.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_180.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_181.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_182.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_183.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_184.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_185.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_186.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_187.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_188.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_189.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_190.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_191.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_192.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_193.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_194.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_195.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_196.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_197.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_198.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_199.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_200.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_201.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_202.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_203.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_204.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_205.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_206.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_207.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_208.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_209.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_210.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_211.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_212.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_213.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_214.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_215.jpg,post-impressionism
